year,month,pc1_hf,STOXX50_hf,MP_pm,CBI_pm,MP_median,CBI_median
2017,10,0.00144551,0.400000844215143,0,0.00144551,-0.01205914,0.01350465
2017,11,0,0,0,0,0,0
2017,12,-0.00183747,0.198614748025783,-0.00183747,-0,-0.00726541,0.00542794
2018,1,-2.594e-05,-0.606828780520452,-0,-2.594e-05,0.01937805,-0.01940399
2018,2,0,0,0,0,0,0
2018,3,0.0024041,0.662802364929327,0,0.0024041,-0.01997759,0.02238169
2018,4,-0.00080897,-0.123114981463424,-0,-0.00080897,0.00352961,-0.00433858
2018,5,0,0,0,0,0,0
2018,6,-0.00613292,1.24082942656702,-0.00613292,-0,-0.04271677,0.03658385
2018,7,0,0.235891422414625,0,0,-0.00753783,0.00753783
2018,8,0,0,0,0,0,0
2018,9,-0.00093976,-0.186954190537492,-0,-0.00093976,0.00550418,-0.00644394
2018,10,0.00175346,-0.598837432179167,0.00175346,0,0.02001239,-0.01825893
2018,11,0,0,0,0,0,0
2018,12,-0.00059588,0.120556037672337,-0.00059588,-0,-0.00415027,0.00355439
2019,1,-0.00386179,-0.61087131377473,-0,-0.00386179,0.0175893,-0.02145109
2019,2,0,0,0,0,0,0
2019,3,-0.00574025,-0.361680374541073,-0,-0.00574025,0.00868726,-0.01442751
2019,4,-0.00291976,0.0399349047151887,-0.00291976,-0,-0.00273599,-0.00018377
2019,5,0,0,0,0,0,0
2019,6,0.02344134,-0.590257025325513,0.02344134,0,0.03058214,-0.0071408
2019,7,0.03712502,-0.73933,0.03712502,0,0.04218756,-0.00506254
2019,8,0,0,0,0,0,0
2019,9,0.0670526,0.042317,0,0.0670526,0.03217407,0.03487853
2019,10,0.00099387,-0.22371,0.00099387,0,0.00764552,-0.00665165
2019,11,0,0,0,0,0,0
2019,12,0.00068888,0.3329,0,0.00068888,-0.01029327,0.01098215
2020,1,0.00568954,-0.470577457078569,0.00568954,0,0.01788192,-0.01219238
2020,2,0,0,0,0,0,0
2020,3,0.12527521,-3.98467470715058,0.12527521,0,0.18996661,-0.0646914
2020,4,0.01625017,-1.1385433664616,0.01625017,0,0.04450687,-0.0282567
